rule,premise,conclusion,support,confidence,lift,avg_distance_norm,avg_cardinality,score,premise_count,conclusion_count,co_occurrences
track → doityourself,track,doityourself,0.037,0.004,0.63,0.988,0.04,0.0001,27,469,1
hairdresser → arts_centre,hairdresser,arts_centre,0.04,0.004,2.22,0.985,0.04,0.0001,4634,144,201
gift_shop → veterinary,gift_shop,veterinary,0.04,0.004,1.0,0.982,0.04,0.0001,496,320,21
university → veterinary,university,veterinary,0.045,0.005,1.12,0.989,0.05,0.0001,111,320,5
theme_park → attraction,theme_park,attraction,0.048,0.005,0.31,0.971,0.05,0.0001,21,1231,1
university → furniture_shop,university,furniture_shop,0.036,0.005,0.51,0.989,0.05,0.0001,111,562,5
playground → post_office,playground,post_office,0.043,0.004,0.25,0.986,0.04,0.0001,4069,1345,177
hotel → attraction,hotel,attraction,0.036,0.004,0.23,0.986,0.04,0.0001,2489,1231,101
mall → community_centre,mall,community_centre,0.047,0.005,0.9,0.971,0.05,0.0001,43,410,2
railway_station → gift_shop,railway_station,gift_shop,0.033,0.004,0.52,0.985,0.04,0.0001,1226,496,49
university → beauty_shop,university,beauty_shop,0.045,0.006,0.28,0.986,0.06,0.0001,111,1258,7
university → butcher,university,butcher,0.036,0.004,0.4,0.987,0.04,0.0001,111,724,4
hotel → taxi,hotel,taxi,0.051,0.005,1.99,0.982,0.05,0.0001,2489,202,131
playground → bicycle_rental,playground,bicycle_rental,0.04,0.004,0.35,0.987,0.04,0.0001,4069,923,176
playground → viewpoint,playground,viewpoint,0.029,0.003,0.06,0.986,0.03,0.0001,4069,4066,140
playground → hotel,playground,hotel,0.048,0.006,0.15,0.981,0.06,0.0001,4069,2489,233
playground → pharmacy,playground,pharmacy,0.051,0.006,0.26,0.984,0.06,0.0001,4069,1593,229
playground → bar,playground,bar,0.042,0.005,0.15,0.986,0.05,0.0001,4069,2240,222
university → christian,university,christian,0.054,0.005,1.04,0.984,0.05,0.0001,111,413,6
university → laundry,university,laundry,0.054,0.005,1.01,0.975,0.05,0.0001,111,428,6
hospital → fast_food,hospital,fast_food,0.042,0.004,0.12,0.992,0.04,0.0001,24,2688,1
hairdresser → car_dealership,hairdresser,car_dealership,0.042,0.005,0.33,0.984,0.05,0.0001,4634,1021,215
mall → veterinary,mall,veterinary,0.047,0.005,1.16,0.974,0.05,0.0001,43,320,2
playground → kiosk,playground,kiosk,0.043,0.005,0.3,0.985,0.05,0.0001,4069,1156,205
university → doityourself,university,doityourself,0.027,0.005,0.46,0.989,0.05,0.0001,111,469,5
playground → tram_stop,playground,tram_stop,0.027,0.005,0.17,0.992,0.05,0.0001,4069,1241,202
theme_park → railway_station,theme_park,railway_station,0.048,0.005,0.31,0.97,0.05,0.0001,21,1226,1
theme_park → picnic_site,theme_park,picnic_site,0.048,0.005,0.08,0.994,0.05,0.0001,21,4863,1
theme_park → post_office,theme_park,post_office,0.048,0.005,0.28,0.998,0.05,0.0001,21,1345,1
railway_station → jeweller,railway_station,jeweller,0.041,0.007,0.39,0.986,0.07,0.0001,1226,842,81
hospital → ice_rink,hospital,ice_rink,0.042,0.004,4.17,0.976,0.04,0.0001,24,37,1
track → post_box,track,post_box,0.037,0.004,0.04,0.965,0.04,0.0001,27,7934,1
school → sports_shop,school,sports_shop,0.041,0.005,0.38,0.985,0.05,0.0001,1257,868,65
track → railway_station,track,railway_station,0.037,0.004,0.24,0.969,0.04,0.0001,27,1226,1
school → bookshop,school,bookshop,0.034,0.004,0.62,0.985,0.04,0.0001,1257,436,56
school → laundry,school,laundry,0.032,0.004,0.59,0.989,0.04,0.0001,1257,428,45
gift_shop → christian,gift_shop,christian,0.046,0.005,0.89,0.986,0.05,0.0001,496,413,23
railway_station → library,railway_station,library,0.042,0.004,0.31,0.987,0.04,0.0001,1226,1072,53
track → caravan_site,track,caravan_site,0.037,0.004,1.55,0.992,0.04,0.0001,27,190,1
track → wayside_cross,track,wayside_cross,0.037,0.004,0.15,0.996,0.04,0.0001,27,1917,1
gift_shop → kindergarten,gift_shop,kindergarten,0.038,0.004,0.23,0.985,0.04,0.0001,496,1337,20
mall → taxi,mall,taxi,0.047,0.005,1.83,0.972,0.05,0.0001,43,202,2
school → dentist,school,dentist,0.043,0.005,0.53,0.982,0.05,0.0001,1257,645,69
school → memorial,school,memorial,0.029,0.004,0.21,0.99,0.04,0.0001,1257,1102,46
school → gift_shop,school,gift_shop,0.029,0.004,0.46,0.989,0.04,0.0001,1257,496,48
track → peak,track,peak,0.037,0.004,0.04,0.978,0.04,0.0001,27,8981,1
railway_station → shoe_shop,railway_station,shoe_shop,0.034,0.005,0.38,0.988,0.05,0.0001,1226,710,61
hospital → supermarket,hospital,supermarket,0.042,0.004,0.1,0.998,0.04,0.0001,24,3462,1
school → mobile_phone_shop,school,mobile_phone_shop,0.027,0.005,0.59,0.99,0.05,0.0001,1257,365,61
public_building → monument,public_building,monument,0.037,0.004,1.26,0.97,0.04,0.0001,27,233,1
gift_shop → hostel,gift_shop,hostel,0.046,0.005,1.98,0.98,0.05,0.0001,496,186,23
school → butcher,school,butcher,0.043,0.005,0.47,0.985,0.05,0.0001,1257,724,57
school → town_hall,school,town_hall,0.049,0.005,0.67,0.976,0.05,0.0001,1257,574,65
theme_park → clothes,theme_park,clothes,0.048,0.005,0.11,0.999,0.05,0.0001,21,3601,1
theme_park → theatre,theme_park,theatre,0.048,0.005,1.1,0.998,0.05,0.0001,21,346,1
theme_park → supermarket,theme_park,supermarket,0.048,0.005,0.11,0.985,0.05,0.0001,21,3462,1
track → playground,track,playground,0.037,0.004,0.07,0.973,0.04,0.0001,27,4069,1
track → kindergarten,track,kindergarten,0.037,0.007,0.22,0.992,0.07,0.0001,27,1337,2
hairdresser → college,hairdresser,college,0.032,0.004,1.75,0.989,0.04,0.0001,4634,144,172
theme_park → florist,theme_park,florist,0.048,0.005,0.4,0.997,0.05,0.0001,21,953,1
theme_park → optician,theme_park,optician,0.048,0.005,0.49,0.979,0.05,0.0001,21,776,1
theme_park → bakery,theme_park,bakery,0.048,0.005,0.18,0.982,0.05,0.0001,21,2065,1
theme_park → kindergarten,theme_park,kindergarten,0.048,0.005,0.28,0.99,0.05,0.0001,21,1337,1
hotel → laundry,hotel,laundry,0.051,0.006,0.95,0.982,0.06,0.0001,2489,428,139
track → school,track,school,0.037,0.004,0.23,0.988,0.04,0.0001,27,1257,1
school → sports_centre,school,sports_centre,0.052,0.005,0.53,0.978,0.05,0.0001,1257,779,68
theme_park → nightclub,theme_park,nightclub,0.048,0.005,1.4,0.995,0.05,0.0001,21,271,1
hotel → stationery,hotel,stationery,0.046,0.005,1.46,0.982,0.05,0.0001,2489,249,130
university → shoe_shop,university,shoe_shop,0.036,0.007,0.4,0.99,0.07,0.0001,111,710,8
hairdresser → outdoor_shop,hairdresser,outdoor_shop,0.035,0.004,1.97,0.986,0.04,0.0001,4634,141,203
university → toy_shop,university,toy_shop,0.036,0.005,1.32,0.985,0.05,0.0001,111,218,5
railway_station → pub,railway_station,pub,0.046,0.005,0.5,0.98,0.05,0.0001,1226,725,67
railway_station → viewpoint,railway_station,viewpoint,0.034,0.004,0.07,0.984,0.04,0.0001,1226,4066,51
school → pub,school,pub,0.044,0.006,0.48,0.983,0.06,0.0001,1257,725,76
track → library,track,library,0.037,0.004,0.27,0.992,0.04,0.0001,27,1072,1
hospital → florist,hospital,florist,0.042,0.004,0.35,0.983,0.04,0.0001,24,953,1
public_building → doityourself,public_building,doityourself,0.037,0.004,0.63,0.994,0.04,0.0001,27,469,1
hairdresser → guesthouse,hairdresser,guesthouse,0.04,0.005,0.4,0.985,0.05,0.0001,4634,792,227
car_dealership → optician,car_dealership,optician,0.026,0.004,0.27,0.989,0.04,0.0001,1021,776,39
hostel → bookshop,hostel,bookshop,0.032,0.005,0.59,0.981,0.05,0.0001,186,436,10
tourist_info → picnic_site,tourist_info,picnic_site,0.045,0.005,0.07,0.975,0.05,0.0001,52949,4863,2744
motel → viewpoint,motel,viewpoint,0.037,0.007,0.07,0.977,0.07,0.0001,27,4066,2
beauty_shop → college,beauty_shop,college,0.042,0.005,2.33,0.984,0.05,0.0001,1258,144,64
tourist_info → viewpoint,tourist_info,viewpoint,0.047,0.006,0.09,0.974,0.06,0.0001,52949,4066,3135
motel → furniture_shop,motel,furniture_shop,0.037,0.004,0.52,0.973,0.04,0.0001,27,562,1
hostel → travel_agent,hostel,travel_agent,0.038,0.005,0.65,0.982,0.05,0.0001,186,460,10
car_dealership → kiosk,car_dealership,kiosk,0.037,0.004,0.26,0.988,0.04,0.0001,1021,1156,40
college → university,college,university,0.035,0.006,2.49,0.979,0.06,0.0001,144,111,8
car_dealership → shoe_shop,car_dealership,shoe_shop,0.039,0.005,0.44,0.987,0.05,0.0001,1021,710,56
hostel → theatre,hostel,theatre,0.038,0.004,0.87,0.982,0.04,0.0001,186,346,8
tree → doctors,tree,doctors,0.032,0.005,0.13,0.988,0.05,0.0001,899340,1979,48303
car_dealership → doityourself,car_dealership,doityourself,0.032,0.003,0.55,0.988,0.03,0.0001,1021,469,33
car_dealership → car_rental,car_dealership,car_rental,0.036,0.004,1.0,0.983,0.04,0.0001,1021,287,40
car_dealership → furniture_shop,car_dealership,furniture_shop,0.041,0.005,0.58,0.986,0.05,0.0001,1021,562,50
car_dealership → artwork,car_dealership,artwork,0.046,0.006,0.12,0.983,0.06,0.0001,1021,3144,58
car_dealership → dentist,car_dealership,dentist,0.033,0.004,0.41,0.988,0.04,0.0001,1021,645,38
sports_shop → taxi,sports_shop,taxi,0.037,0.004,1.45,0.986,0.04,0.0001,868,202,34
college → christian,college,christian,0.035,0.003,0.67,0.994,0.03,0.0001,144,413,5
college → food_court,college,food_court,0.028,0.004,2.78,0.99,0.04,0.0001,144,75,6
college → car_dealership,college,car_dealership,0.042,0.005,0.32,0.984,0.05,0.0001,144,1021,7
hostel → butcher,hostel,butcher,0.043,0.004,0.47,0.97,0.04,0.0001,186,724,8
hostel → stationery,hostel,stationery,0.038,0.004,1.2,0.987,0.04,0.0001,186,249,7
motel → museum,motel,museum,0.037,0.004,0.38,0.994,0.04,0.0001,27,778,1
sports_shop → computer_shop,sports_shop,computer_shop,0.041,0.004,1.54,0.982,0.04,0.0001,868,214,39
motel → doctors,motel,doctors,0.037,0.004,0.15,0.989,0.04,0.0001,27,1979,1
motel → town_hall,motel,town_hall,0.037,0.004,0.51,0.985,0.04,0.0001,27,574,1
beauty_shop → food_court,beauty_shop,food_court,0.042,0.005,4.21,0.982,0.05,0.0001,1258,75,58
veterinary → beverages,veterinary,beverages,0.044,0.005,0.81,0.984,0.05,0.0001,320,430,15
beauty_shop → attraction,beauty_shop,attraction,0.029,0.004,0.19,0.99,0.04,0.0001,1258,1231,46
motel → beverages,motel,beverages,0.037,0.004,0.69,0.985,0.04,0.0001,27,430,1
beauty_shop → christian,beauty_shop,christian,0.05,0.005,0.96,0.981,0.05,0.0001,1258,413,63
beauty_shop → guesthouse,beauty_shop,guesthouse,0.038,0.005,0.38,0.985,0.05,0.0001,1258,792,57
sports_shop → attraction,sports_shop,attraction,0.032,0.004,0.21,0.985,0.04,0.0001,868,1231,34
motel → nightclub,motel,nightclub,0.037,0.004,1.09,0.987,0.04,0.0001,27,271,1
motel → castle,motel,castle,0.037,0.004,0.98,0.992,0.04,0.0001,27,302,1
sports_shop → car_dealership,sports_shop,car_dealership,0.031,0.003,0.24,0.987,0.03,0.0001,868,1021,30
motel → beauty_shop,motel,beauty_shop,0.037,0.004,0.23,0.98,0.04,0.0001,27,1258,1
hostel → sports_centre,hostel,sports_centre,0.043,0.004,0.44,0.981,0.04,0.0001,186,779,8
beauty_shop → arts_centre,beauty_shop,arts_centre,0.036,0.004,1.98,0.988,0.04,0.0001,1258,144,50
hostel → school,hostel,school,0.032,0.003,0.2,0.988,0.03,0.0001,186,1257,6
hostel → beverages,hostel,beverages,0.032,0.003,0.6,0.985,0.03,0.0001,186,430,6
hostel → furniture_shop,hostel,furniture_shop,0.043,0.006,0.61,0.982,0.06,0.0001,186,562,11
helipad → post_box,helipad,post_box,0.053,0.005,0.05,0.975,0.05,0.0001,57,7934,3
veterinary → computer_shop,veterinary,computer_shop,0.037,0.004,1.39,0.984,0.04,0.0001,320,214,12
tree → pharmacy,tree,pharmacy,0.033,0.004,0.17,0.988,0.04,0.0001,899340,1593,36657
beauty_shop → town_hall,beauty_shop,town_hall,0.05,0.005,0.69,0.983,0.05,0.0001,1258,574,68
motel → chemist,motel,chemist,0.037,0.004,0.82,0.989,0.04,0.0001,27,359,1
veterinary → bicycle_rental,veterinary,bicycle_rental,0.047,0.006,0.4,0.98,0.06,0.0001,320,923,18
car_dealership → post_office,car_dealership,post_office,0.031,0.003,0.19,0.989,0.03,0.0001,1021,1345,33
tree → beauty_shop,tree,beauty_shop,0.029,0.004,0.19,0.989,0.04,0.0001,899340,1258,40048
car_dealership → kindergarten,car_dealership,kindergarten,0.031,0.003,0.19,0.99,0.03,0.0001,1021,1337,34
tree → bakery,tree,bakery,0.037,0.004,0.14,0.987,0.04,0.0001,899340,2065,38969
tree → convenience,tree,convenience,0.045,0.006,0.13,0.984,0.06,0.0001,899340,2695,51543
car_dealership → tram_stop,car_dealership,tram_stop,0.036,0.007,0.23,0.988,0.07,0.0001,1021,1241,67
tourist_info → hotel,tourist_info,hotel,0.044,0.006,0.14,0.979,0.06,0.0001,52949,2489,3238
helipad → convenience,helipad,convenience,0.035,0.004,0.1,0.99,0.04,0.0001,57,2695,2
tourist_info → playground,tourist_info,playground,0.039,0.005,0.08,0.983,0.05,0.0001,52949,4069,2391
veterinary → travel_agent,veterinary,travel_agent,0.044,0.005,0.76,0.979,0.05,0.0001,320,460,15
tourist_info → pharmacy,tourist_info,pharmacy,0.027,0.004,0.14,0.988,0.04,0.0001,52949,1593,1928
helipad → alpine_hut,helipad,alpine_hut,0.035,0.004,0.99,0.971,0.04,0.0001,57,281,2
tree → supermarket,tree,supermarket,0.047,0.006,0.11,0.983,0.06,0.0001,899340,3462,55037
department_store → memorial,department_store,memorial,0.04,0.005,0.29,0.983,0.05,0.0001,176,1102,8
car_dealership → jeweller,car_dealership,jeweller,0.023,0.007,0.21,0.991,0.07,0.0001,1021,842,68
tourist_info → pitch,tourist_info,pitch,0.039,0.006,0.04,0.986,0.06,0.0001,52949,7084,2971
car_dealership → florist,car_dealership,florist,0.037,0.004,0.31,0.987,0.04,0.0001,1021,953,39
veterinary → toy_shop,veterinary,toy_shop,0.034,0.003,1.25,0.983,0.03,0.0001,320,218,11
department_store → railway_station,department_store,railway_station,0.034,0.003,0.22,0.992,0.03,0.0001,176,1226,6
department_store → railway_halt,department_store,railway_halt,0.04,0.005,0.44,0.987,0.05,0.0001,176,726,8
helipad → cafe,helipad,cafe,0.035,0.005,0.08,0.987,0.05,0.0001,57,3316,3
college → butcher,college,butcher,0.042,0.004,0.46,0.989,0.04,0.0001,144,724,6
veterinary → bookshop,veterinary,bookshop,0.037,0.005,0.68,0.993,0.05,0.0001,320,436,16
college → laundry,college,laundry,0.042,0.004,0.77,0.987,0.04,0.0001,144,428,6
hostel → railway_station,hostel,railway_station,0.048,0.005,0.31,0.978,0.05,0.0001,186,1226,9
tree → bar,tree,bar,0.029,0.005,0.1,0.989,0.05,0.0001,899340,2240,43936
veterinary → gift_shop,veterinary,gift_shop,0.037,0.007,0.6,0.981,0.07,0.0001,320,496,21
veterinary → nightclub,veterinary,nightclub,0.031,0.004,0.92,0.987,0.04,0.0001,320,271,13
department_store → car_rental,department_store,car_rental,0.034,0.003,0.95,0.991,0.03,0.0001,176,287,6
helipad → taxi,helipad,taxi,0.053,0.005,2.07,0.976,0.05,0.0001,57,202,3
motel → memorial,motel,memorial,0.037,0.007,0.27,0.988,0.07,0.0001,27,1102,2
veterinary → sports_shop,veterinary,sports_shop,0.034,0.004,0.32,0.985,0.04,0.0001,320,868,12
veterinary → doityourself,veterinary,doityourself,0.044,0.004,0.74,0.983,0.04,0.0001,320,469,14
veterinary → butcher,veterinary,butcher,0.05,0.005,0.55,0.973,0.05,0.0001,320,724,16
department_store → guesthouse,department_store,guesthouse,0.034,0.003,0.34,0.988,0.03,0.0001,176,792,6
department_store → greengrocer,department_store,greengrocer,0.04,0.004,3.33,0.98,0.04,0.0001,176,95,7
department_store → sports_centre,department_store,sports_centre,0.034,0.003,0.35,0.991,0.03,0.0001,176,779,6
department_store → christian,department_store,christian,0.034,0.003,0.66,0.985,0.03,0.0001,176,413,6
college → memorial,college,memorial,0.042,0.006,0.3,0.994,0.06,0.0001,144,1102,8
department_store → pitch,department_store,pitch,0.045,0.006,0.05,0.987,0.06,0.0001,176,7084,11
veterinary → museum,veterinary,museum,0.044,0.006,0.45,0.986,0.06,0.0001,320,778,18
motel → tram_stop,motel,tram_stop,0.037,0.007,0.24,0.975,0.07,0.0001,27,1241,2
department_store → attraction,department_store,attraction,0.04,0.004,0.26,0.987,0.04,0.0001,176,1231,7
beauty_shop → veterinary,beauty_shop,veterinary,0.042,0.004,1.05,0.981,0.04,0.0001,1258,320,55
beauty_shop → viewpoint,beauty_shop,viewpoint,0.041,0.005,0.08,0.985,0.05,0.0001,1258,4066,66
food_court → nightclub,food_court,nightclub,0.04,0.004,1.17,0.986,0.04,0.0001,75,271,3
artwork → dentist,artwork,dentist,0.039,0.005,0.49,0.985,0.05,0.0001,3144,645,144
public_building → library,public_building,library,0.037,0.004,0.27,0.988,0.04,0.0001,27,1072,1
artwork → kindergarten,artwork,kindergarten,0.046,0.005,0.27,0.983,0.05,0.0001,3144,1337,171
peak → viewpoint,peak,viewpoint,0.044,0.005,0.09,0.965,0.05,0.0001,8981,4066,481
food_court → sports_centre,food_court,sports_centre,0.027,0.004,0.27,0.997,0.04,0.0001,75,779,3
artwork → butcher,artwork,butcher,0.044,0.005,0.49,0.983,0.05,0.0001,3144,724,154
sports_shop → town_hall,sports_shop,town_hall,0.037,0.004,0.51,0.984,0.04,0.0001,868,574,32
public_building → garden_centre,public_building,garden_centre,0.037,0.004,1.93,0.985,0.04,0.0001,27,153,1
water_mill → castle,water_mill,castle,0.049,0.005,1.29,0.965,0.05,0.0001,41,302,2
water_mill → biergarten,water_mill,biergarten,0.049,0.005,4.88,0.972,0.05,0.0001,41,57,2
public_building → memorial,public_building,memorial,0.037,0.004,0.27,0.985,0.04,0.0001,27,1102,1
sports_centre → pub,sports_centre,pub,0.032,0.004,0.35,0.989,0.04,0.0001,779,725,31
artwork → gift_shop,artwork,gift_shop,0.042,0.007,0.67,0.982,0.07,0.0001,3144,496,207
artwork → railway_station,artwork,railway_station,0.041,0.004,0.26,0.982,0.04,0.0001,3144,1226,133
tourist_info → fast_food,tourist_info,fast_food,0.036,0.007,0.11,0.984,0.07,0.0001,52949,2688,3557
tourist_info → clothes,tourist_info,clothes,0.028,0.01,0.06,0.987,0.1,0.0001,52949,3601,5543
artwork → theatre,artwork,theatre,0.048,0.006,1.11,0.98,0.06,0.0001,3144,346,188
artwork → beverages,artwork,beverages,0.035,0.004,0.65,0.987,0.04,0.0001,3144,430,123
artwork → furniture_shop,artwork,furniture_shop,0.034,0.005,0.48,0.988,0.05,0.0001,3144,562,145
food_court → market_place,food_court,market_place,0.04,0.004,2.27,0.994,0.04,0.0001,75,140,3
food_court → butcher,food_court,butcher,0.04,0.004,0.44,0.996,0.04,0.0001,75,724,3
artwork → town_hall,artwork,town_hall,0.029,0.003,0.41,0.988,0.03,0.0001,3144,574,107
public_building → guesthouse,public_building,guesthouse,0.037,0.004,0.37,0.992,0.04,0.0001,27,792,1
artwork → mobile_phone_shop,artwork,mobile_phone_shop,0.031,0.005,0.67,0.988,0.05,0.0001,3144,365,149
hospital → post_office,hospital,post_office,0.042,0.004,0.25,0.988,0.04,0.0001,24,1345,1
public_building → gift_shop,public_building,gift_shop,0.037,0.004,0.59,0.993,0.04,0.0001,27,496,1
sports_centre → shoe_shop,sports_centre,shoe_shop,0.027,0.004,0.3,0.991,0.04,0.0001,779,710,34
hospital → convenience,hospital,convenience,0.042,0.004,0.12,0.985,0.04,0.0001,24,2695,1
water_mill → tower,water_mill,tower,0.024,0.005,0.35,0.986,0.05,0.0001,41,558,2
public_building → bar,public_building,bar,0.037,0.004,0.13,0.991,0.04,0.0001,27,2240,1
sports_centre → doityourself,sports_centre,doityourself,0.033,0.003,0.57,0.988,0.03,0.0001,779,469,27
nursing_home → optician,nursing_home,optician,0.042,0.004,0.43,0.977,0.04,0.0001,48,776,2
hostel → outdoor_shop,hostel,outdoor_shop,0.032,0.006,1.82,0.981,0.06,0.0001,186,141,11
hospital → taxi,hospital,taxi,0.042,0.004,1.64,0.987,0.04,0.0001,24,202,1
water_mill → convenience,water_mill,convenience,0.049,0.005,0.14,0.958,0.05,0.0001,41,2695,2
water_mill → ferry_terminal,water_mill,ferry_terminal,0.049,0.005,0.82,0.983,0.05,0.0001,41,471,2
water_mill → beverages,water_mill,beverages,0.049,0.005,0.9,0.969,0.05,0.0001,41,430,2
hospital → helipad,hospital,helipad,0.042,0.004,4.17,0.961,0.04,0.0001,24,57,1
nursing_home → laundry,nursing_home,laundry,0.042,0.004,0.77,0.982,0.04,0.0001,48,428,2
sports_centre → florist,sports_centre,florist,0.044,0.005,0.36,0.985,0.05,0.0001,779,953,36
sports_centre → library,sports_centre,library,0.046,0.005,0.34,0.978,0.05,0.0001,779,1072,41
hostel → mobile_phone_shop,hostel,mobile_phone_shop,0.027,0.004,0.59,0.988,0.04,0.0001,186,365,8
nursing_home → camera_surveillance,nursing_home,camera_surveillance,0.021,0.006,0.04,0.986,0.06,0.0001,48,4037,3
public_building → sports_shop,public_building,sports_shop,0.037,0.004,0.34,0.982,0.04,0.0001,27,868,1
artwork → laundry,artwork,laundry,0.037,0.004,0.69,0.987,0.04,0.0001,3144,428,123
